split,stem,image_file,label_file,status
train,healthy_0042,healthy_0042.jpg,healthy_0042.txt,matched
train,healthy_0043,healthy_0043.jpg,healthy_0043.txt,matched
train,healthy_0044,healthy_0044.jpg,healthy_0044.txt,matched
train,healthy_0045,healthy_0045.jpg,healthy_0045.txt,matched
train,healthy_0046,healthy_0046.jpg,healthy_0046.txt,matched
train,healthy_0047,healthy_0047.jpg,healthy_0047.txt,matched
train,healthy_0048,healthy_0048.jpg,healthy_0048.txt,matched
train,healthy_0049,healthy_0049.jpg,healthy_0049.txt,matched
train,healthy_0050,healthy_0050.jpg,healthy_0050.txt,matched
train,healthy_0051,healthy_0051.jpg,healthy_0051.txt,matched
train,healthy_0052,healthy_0052.jpg,healthy_0052.txt,matched
train,healthy_0053,healthy_0053.jpg,healthy_0053.txt,matched
train,healthy_0054,healthy_0054.jpg,healthy_0054.txt,matched
train,healthy_0055,healthy_0055.jpg,healthy_0055.txt,matched
train,healthy_0056,healthy_0056.jpg,healthy_0056.txt,matched
train,healthy_0057,healthy_0057.jpg,healthy_0057.txt,matched
train,healthy_0058,healthy_0058.jpg,healthy_0058.txt,matched
train,healthy_0059,healthy_0059.jpg,healthy_0059.txt,matched
train,healthy_0060,healthy_0060.jpg,healthy_0060.txt,matched
train,healthy_0061,healthy_0061.jpg,healthy_0061.txt,matched
train,healthy_0062,healthy_0062.jpg,healthy_0062.txt,matched
train,healthy_0063,healthy_0063.jpg,healthy_0063.txt,matched
train,healthy_0064,healthy_0064.jpg,healthy_0064.txt,matched
train,healthy_0065,healthy_0065.jpg,healthy_0065.txt,matched
train,healthy_0066,healthy_0066.jpg,healthy_0066.txt,matched
train,healthy_0067,healthy_0067.jpg,healthy_0067.txt,matched
train,healthy_0068,healthy_0068.jpg,healthy_0068.txt,matched
train,healthy_0069,healthy_0069.jpg,healthy_0069.txt,matched
train,healthy_0070,healthy_0070.jpg,healthy_0070.txt,matched
train,healthy_0071,healthy_0071.jpg,healthy_0071.txt,matched
train,healthy_0072,healthy_0072.jpg,healthy_0072.txt,matched
train,healthy_0073,healthy_0073.jpg,healthy_0073.txt,matched
train,healthy_0074,healthy_0074.jpg,healthy_0074.txt,matched
train,healthy_0075,healthy_0075.jpg,healthy_0075.txt,matched
train,healthy_0076,healthy_0076.jpg,healthy_0076.txt,matched
train,healthy_0077,healthy_0077.jpg,healthy_0077.txt,matched
train,healthy_0078,healthy_0078.jpg,healthy_0078.txt,matched
train,healthy_0079,healthy_0079.jpg,healthy_0079.txt,matched
train,healthy_0080,healthy_0080.jpg,healthy_0080.txt,matched
train,healthy_0081,healthy_0081.jpg,healthy_0081.txt,matched
train,healthy_0082,healthy_0082.jpg,healthy_0082.txt,matched
train,healthy_0083,healthy_0083.jpg,healthy_0083.txt,matched
train,healthy_0084,healthy_0084.jpg,healthy_0084.txt,matched
train,healthy_0085,healthy_0085.jpg,healthy_0085.txt,matched
train,healthy_0086,healthy_0086.jpg,healthy_0086.txt,matched
train,healthy_0087,healthy_0087.jpg,healthy_0087.txt,matched
train,healthy_0088,healthy_0088.jpg,healthy_0088.txt,matched
train,healthy_0089,healthy_0089.jpg,healthy_0089.txt,matched
train,healthy_0090,healthy_0090.jpg,healthy_0090.txt,matched
train,healthy_0091,healthy_0091.jpg,healthy_0091.txt,matched
train,healthy_0092,healthy_0092.jpg,healthy_0092.txt,matched
train,healthy_0093,healthy_0093.jpg,healthy_0093.txt,matched
train,healthy_0094,healthy_0094.jpg,healthy_0094.txt,matched
train,healthy_0095,healthy_0095.jpg,healthy_0095.txt,matched
train,healthy_0096,healthy_0096.jpg,healthy_0096.txt,matched
train,healthy_0139,healthy_0139.jpg,healthy_0139.txt,matched
train,healthy_0140,healthy_0140.jpg,healthy_0140.txt,matched
train,healthy_0141,healthy_0141.jpg,healthy_0141.txt,matched
train,healthy_0142,healthy_0142.jpg,healthy_0142.txt,matched
train,healthy_0143,healthy_0143.jpg,healthy_0143.txt,matched
train,healthy_0144,healthy_0144.jpg,healthy_0144.txt,matched
train,healthy_0145,healthy_0145.jpg,healthy_0145.txt,matched
train,healthy_0146,healthy_0146.jpg,healthy_0146.txt,matched
train,healthy_0147,healthy_0147.jpg,healthy_0147.txt,matched
train,healthy_0148,healthy_0148.jpg,healthy_0148.txt,matched
train,healthy_0149,healthy_0149.jpg,healthy_0149.txt,matched
train,healthy_0150,healthy_0150.jpg,healthy_0150.txt,matched
train,healthy_0151,healthy_0151.jpg,healthy_0151.txt,matched
train,healthy_0152,healthy_0152.jpg,healthy_0152.txt,matched
train,healthy_0153,healthy_0153.jpg,healthy_0153.txt,matched
train,healthy_0154,healthy_0154.jpg,healthy_0154.txt,matched
train,healthy_0155,healthy_0155.jpg,healthy_0155.txt,matched
train,healthy_0156,healthy_0156.jpg,healthy_0156.txt,matched
train,healthy_0157,healthy_0157.jpg,healthy_0157.txt,matched
train,healthy_0158,healthy_0158.jpg,healthy_0158.txt,matched
train,healthy_0159,healthy_0159.jpg,healthy_0159.txt,matched
train,healthy_0160,healthy_0160.jpg,healthy_0160.txt,matched
train,healthy_0161,healthy_0161.jpg,healthy_0161.txt,matched
train,healthy_0162,healthy_0162.jpg,healthy_0162.txt,matched
train,healthy_0163,healthy_0163.jpg,healthy_0163.txt,matched
train,healthy_0164,healthy_0164.jpg,healthy_0164.txt,matched
train,healthy_0165,healthy_0165.jpg,healthy_0165.txt,matched
train,healthy_0166,healthy_0166.jpg,healthy_0166.txt,matched
train,healthy_0167,healthy_0167.jpg,healthy_0167.txt,matched
train,healthy_0168,healthy_0168.jpg,healthy_0168.txt,matched
train,healthy_0169,healthy_0169.jpg,healthy_0169.txt,matched
train,healthy_0170,healthy_0170.jpg,healthy_0170.txt,matched
train,healthy_0171,healthy_0171.jpg,healthy_0171.txt,matched
train,healthy_0172,healthy_0172.jpg,healthy_0172.txt,matched
train,healthy_0173,healthy_0173.jpg,healthy_0173.txt,matched
train,healthy_0174,healthy_0174.jpg,healthy_0174.txt,matched
train,healthy_0175,healthy_0175.jpg,healthy_0175.txt,matched
train,healthy_0176,healthy_0176.jpg,healthy_0176.txt,matched
train,healthy_0177,healthy_0177.jpg,healthy_0177.txt,matched
train,healthy_0178,healthy_0178.jpg,healthy_0178.txt,matched
train,healthy_0179,healthy_0179.jpg,healthy_0179.txt,matched
train,healthy_0180,healthy_0180.jpg,healthy_0180.txt,matched
train,healthy_0181,healthy_0181.jpg,healthy_0181.txt,matched
train,healthy_0182,healthy_0182.jpg,healthy_0182.txt,matched
train,healthy_0183,healthy_0183.jpg,healthy_0183.txt,matched
train,healthy_0184,healthy_0184.jpg,healthy_0184.txt,matched
train,healthy_0185,healthy_0185.jpg,healthy_0185.txt,matched
train,healthy_0186,healthy_0186.jpg,healthy_0186.txt,matched
train,healthy_0187,healthy_0187.jpg,healthy_0187.txt,matched
train,healthy_0188,healthy_0188.jpg,healthy_0188.txt,matched
train,healthy_0189,healthy_0189.jpg,healthy_0189.txt,matched
train,healthy_0190,healthy_0190.jpg,healthy_0190.txt,matched
train,healthy_0191,healthy_0191.jpg,healthy_0191.txt,matched
train,healthy_0192,healthy_0192.jpg,healthy_0192.txt,matched
train,healthy_0193,healthy_0193.jpg,healthy_0193.txt,matched
train,healthy_0194,healthy_0194.jpg,healthy_0194.txt,matched
train,healthy_0195,healthy_0195.jpg,healthy_0195.txt,matched
train,healthy_0196,healthy_0196.jpg,healthy_0196.txt,matched
train,healthy_0197,healthy_0197.jpg,healthy_0197.txt,matched
train,healthy_0198,healthy_0198.jpg,healthy_0198.txt,matched
train,healthy_0199,healthy_0199.jpg,healthy_0199.txt,matched
train,healthy_0200,healthy_0200.jpg,healthy_0200.txt,matched
train,healthy_0201,healthy_0201.jpg,healthy_0201.txt,matched
train,healthy_0202,healthy_0202.jpg,healthy_0202.txt,matched
train,healthy_0203,healthy_0203.jpg,healthy_0203.txt,matched
train,healthy_0204,healthy_0204.jpg,healthy_0204.txt,matched
train,healthy_0205,healthy_0205.jpg,healthy_0205.txt,matched
train,healthy_0206,healthy_0206.jpg,healthy_0206.txt,matched
train,healthy_0207,healthy_0207.jpg,healthy_0207.txt,matched
train,healthy_0208,healthy_0208.jpg,healthy_0208.txt,matched
train,healthy_0209,healthy_0209.jpg,healthy_0209.txt,matched
train,healthy_0210,healthy_0210.jpg,healthy_0210.txt,matched
train,healthy_0211,healthy_0211.jpg,healthy_0211.txt,matched
train,healthy_0212,healthy_0212.jpg,healthy_0212.txt,matched
train,healthy_0213,healthy_0213.jpg,healthy_0213.txt,matched
train,healthy_0214,healthy_0214.jpg,healthy_0214.txt,matched
train,healthy_0215,healthy_0215.jpg,healthy_0215.txt,matched
train,healthy_0216,healthy_0216.jpg,healthy_0216.txt,matched
train,healthy_0217,healthy_0217.jpg,healthy_0217.txt,matched
train,healthy_0218,healthy_0218.jpg,healthy_0218.txt,matched
train,healthy_0219,healthy_0219.jpg,healthy_0219.txt,matched
train,healthy_0220,healthy_0220.jpg,healthy_0220.txt,matched
train,healthy_0221,healthy_0221.jpg,healthy_0221.txt,matched
train,healthy_0222,healthy_0222.jpg,healthy_0222.txt,matched
train,healthy_0223,healthy_0223.jpg,healthy_0223.txt,matched
train,healthy_0224,healthy_0224.jpg,healthy_0224.txt,matched
train,healthy_0225,healthy_0225.jpg,healthy_0225.txt,matched
train,healthy_0226,healthy_0226.jpg,healthy_0226.txt,matched
train,healthy_0227,healthy_0227.jpg,healthy_0227.txt,matched
train,healthy_0228,healthy_0228.jpg,healthy_0228.txt,matched
train,healthy_0229,healthy_0229.jpg,healthy_0229.txt,matched
train,healthy_0230,healthy_0230.jpg,healthy_0230.txt,matched
train,healthy_0231,healthy_0231.jpg,healthy_0231.txt,matched
train,healthy_0232,healthy_0232.jpg,healthy_0232.txt,matched
train,healthy_0233,healthy_0233.jpg,healthy_0233.txt,matched
train,healthy_0234,healthy_0234.jpg,healthy_0234.txt,matched
train,healthy_0235,healthy_0235.jpg,healthy_0235.txt,matched
train,healthy_0236,healthy_0236.jpg,healthy_0236.txt,matched
train,healthy_0237,healthy_0237.jpg,healthy_0237.txt,matched
train,healthy_0238,healthy_0238.jpg,healthy_0238.txt,matched
train,healthy_0239,healthy_0239.jpg,healthy_0239.txt,matched
train,healthy_0240,healthy_0240.jpg,healthy_0240.txt,matched
train,healthy_0241,healthy_0241.jpg,healthy_0241.txt,matched
train,healthy_0242,healthy_0242.jpg,healthy_0242.txt,matched
train,healthy_0243,healthy_0243.jpg,healthy_0243.txt,matched
train,healthy_0244,healthy_0244.jpg,healthy_0244.txt,matched
train,healthy_0245,healthy_0245.jpg,healthy_0245.txt,matched
train,healthy_0246,healthy_0246.jpg,healthy_0246.txt,matched
train,healthy_0247,healthy_0247.jpg,healthy_0247.txt,matched
train,healthy_0248,healthy_0248.jpg,healthy_0248.txt,matched
train,healthy_0249,healthy_0249.jpg,healthy_0249.txt,matched
train,healthy_0250,healthy_0250.jpg,healthy_0250.txt,matched
train,healthy_0251,healthy_0251.jpg,healthy_0251.txt,matched
train,healthy_0252,healthy_0252.jpg,healthy_0252.txt,matched
train,healthy_0253,healthy_0253.jpg,healthy_0253.txt,matched
train,healthy_0254,healthy_0254.jpg,healthy_0254.txt,matched
train,healthy_0255,healthy_0255.jpg,healthy_0255.txt,matched
train,healthy_0256,healthy_0256.jpg,healthy_0256.txt,matched
train,healthy_0257,healthy_0257.jpg,healthy_0257.txt,matched
train,healthy_0258,healthy_0258.jpg,healthy_0258.txt,matched
train,healthy_0259,healthy_0259.jpg,healthy_0259.txt,matched
train,healthy_0260,healthy_0260.jpg,healthy_0260.txt,matched
train,healthy_0261,healthy_0261.jpg,healthy_0261.txt,matched
train,healthy_0262,healthy_0262.jpg,healthy_0262.txt,matched
train,healthy_0263,healthy_0263.jpg,healthy_0263.txt,matched
train,healthy_0264,healthy_0264.jpg,healthy_0264.txt,matched
train,healthy_0265,healthy_0265.jpg,healthy_0265.txt,matched
train,healthy_0266,healthy_0266.jpg,healthy_0266.txt,matched
train,healthy_0267,healthy_0267.jpg,healthy_0267.txt,matched
train,healthy_0268,healthy_0268.jpg,healthy_0268.txt,matched
train,healthy_0269,healthy_0269.jpg,healthy_0269.txt,matched
train,healthy_0270,healthy_0270.jpg,healthy_0270.txt,matched
train,healthy_0271,healthy_0271.jpg,healthy_0271.txt,matched
train,healthy_0272,healthy_0272.jpg,healthy_0272.txt,matched
train,healthy_0273,healthy_0273.jpg,healthy_0273.txt,matched
train,healthy_0274,healthy_0274.jpg,healthy_0274.txt,matched
train,healthy_0275,healthy_0275.jpg,healthy_0275.txt,matched
train,healthy_0276,healthy_0276.jpg,healthy_0276.txt,matched
train,healthy_0277,healthy_0277.jpg,healthy_0277.txt,matched
train,healthy_0278,healthy_0278.jpg,healthy_0278.txt,matched
train,healthy_0279,healthy_0279.jpg,healthy_0279.txt,matched
train,healthy_0280,healthy_0280.jpg,healthy_0280.txt,matched
train,healthy_0281,healthy_0281.jpg,healthy_0281.txt,matched
train,healthy_0282,healthy_0282.jpg,healthy_0282.txt,matched
train,healthy_0283,healthy_0283.jpg,healthy_0283.txt,matched
train,healthy_0284,healthy_0284.jpg,healthy_0284.txt,matched
train,healthy_0285,healthy_0285.jpg,healthy_0285.txt,matched
train,healthy_0286,healthy_0286.jpg,healthy_0286.txt,matched
train,healthy_0287,healthy_0287.jpg,healthy_0287.txt,matched
train,healthy_0288,healthy_0288.jpg,healthy_0288.txt,matched
train,healthy_0289,healthy_0289.jpg,healthy_0289.txt,matched
train,healthy_0290,healthy_0290.jpg,healthy_0290.txt,matched
train,healthy_0291,healthy_0291.jpg,healthy_0291.txt,matched
train,healthy_0292,healthy_0292.jpg,healthy_0292.txt,matched
train,healthy_0293,healthy_0293.jpg,healthy_0293.txt,matched
train,healthy_0294,healthy_0294.jpg,healthy_0294.txt,matched
train,healthy_0295,healthy_0295.jpg,healthy_0295.txt,matched
train,healthy_0296,healthy_0296.jpg,healthy_0296.txt,matched
train,healthy_0297,healthy_0297.jpg,healthy_0297.txt,matched
train,healthy_0298,healthy_0298.jpg,healthy_0298.txt,matched
train,healthy_0299,healthy_0299.jpg,healthy_0299.txt,matched
train,healthy_0300,healthy_0300.jpg,healthy_0300.txt,matched
train,healthy_0301,healthy_0301.jpg,healthy_0301.txt,matched
train,healthy_0302,healthy_0302.jpg,healthy_0302.txt,matched
train,healthy_0303,healthy_0303.jpg,healthy_0303.txt,matched
train,healthy_0304,healthy_0304.jpg,healthy_0304.txt,matched
train,healthy_0305,healthy_0305.jpg,healthy_0305.txt,matched
train,healthy_0306,healthy_0306.jpg,healthy_0306.txt,matched
train,healthy_0307,healthy_0307.jpg,healthy_0307.txt,matched
train,healthy_0308,healthy_0308.jpg,healthy_0308.txt,matched
train,healthy_0309,healthy_0309.jpg,healthy_0309.txt,matched
train,healthy_0310,healthy_0310.jpg,healthy_0310.txt,matched
train,healthy_0311,healthy_0311.jpg,healthy_0311.txt,matched
train,healthy_0312,healthy_0312.jpg,healthy_0312.txt,matched
train,healthy_0313,healthy_0313.jpg,healthy_0313.txt,matched
train,healthy_0314,healthy_0314.jpg,healthy_0314.txt,matched
train,healthy_0315,healthy_0315.jpg,healthy_0315.txt,matched
train,healthy_0316,healthy_0316.jpg,healthy_0316.txt,matched
train,healthy_0317,healthy_0317.jpg,healthy_0317.txt,matched
train,healthy_0318,healthy_0318.jpg,healthy_0318.txt,matched
train,healthy_0319,healthy_0319.jpg,healthy_0319.txt,matched
train,healthy_0320,healthy_0320.jpg,healthy_0320.txt,matched
train,healthy_0321,healthy_0321.jpg,healthy_0321.txt,matched
train,healthy_0322,healthy_0322.jpg,healthy_0322.txt,matched
train,healthy_0323,healthy_0323.jpg,healthy_0323.txt,matched
train,healthy_0324,healthy_0324.jpg,healthy_0324.txt,matched
train,healthy_0325,healthy_0325.jpg,healthy_0325.txt,matched
train,healthy_0326,healthy_0326.jpg,healthy_0326.txt,matched
train,healthy_0327,healthy_0327.jpg,healthy_0327.txt,matched
train,healthy_0328,healthy_0328.jpg,healthy_0328.txt,matched
train,healthy_0329,healthy_0329.jpg,healthy_0329.txt,matched
train,healthy_0330,healthy_0330.jpg,healthy_0330.txt,matched
train,healthy_0331,healthy_0331.jpg,healthy_0331.txt,matched
train,healthy_0332,healthy_0332.jpg,healthy_0332.txt,matched
train,healthy_0333,healthy_0333.jpg,healthy_0333.txt,matched
train,healthy_0334,healthy_0334.jpg,healthy_0334.txt,matched
train,healthy_0335,healthy_0335.jpg,healthy_0335.txt,matched
train,healthy_0336,healthy_0336.jpg,healthy_0336.txt,matched
train,healthy_0337,healthy_0337.jpg,healthy_0337.txt,matched
train,healthy_0338,healthy_0338.jpg,healthy_0338.txt,matched
train,healthy_0339,healthy_0339.jpg,healthy_0339.txt,matched
train,healthy_0340,healthy_0340.jpg,healthy_0340.txt,matched
train,healthy_0341,healthy_0341.jpg,healthy_0341.txt,matched
train,healthy_0342,healthy_0342.jpg,healthy_0342.txt,matched
train,healthy_0343,healthy_0343.jpg,healthy_0343.txt,matched
train,healthy_0344,healthy_0344.jpg,healthy_0344.txt,matched
train,healthy_0345,healthy_0345.jpg,healthy_0345.txt,matched
train,healthy_0346,healthy_0346.jpg,healthy_0346.txt,matched
train,healthy_0347,healthy_0347.jpg,healthy_0347.txt,matched
train,healthy_0348,healthy_0348.jpg,healthy_0348.txt,matched
train,healthy_0349,healthy_0349.jpg,healthy_0349.txt,matched
train,healthy_0350,healthy_0350.jpg,healthy_0350.txt,matched
train,healthy_0351,healthy_0351.jpg,healthy_0351.txt,matched
train,healthy_0444,healthy_0444.jpg,healthy_0444.txt,matched
train,healthy_0446,healthy_0446.jpg,healthy_0446.txt,matched
train,healthy_0447,healthy_0447.jpg,healthy_0447.txt,matched
train,healthy_0448,healthy_0448.jpg,healthy_0448.txt,matched
train,healthy_0449,healthy_0449.jpg,healthy_0449.txt,matched
train,healthy_0452,healthy_0452.jpg,healthy_0452.txt,matched
train,healthy_0453,healthy_0453.jpg,,missing_label
train,healthy_0454,healthy_0454.jpg,healthy_0454.txt,matched
train,healthy_0457,healthy_0457.jpg,healthy_0457.txt,matched
train,healthy_0458,healthy_0458.jpg,healthy_0458.txt,matched
train,healthy_0459,healthy_0459.jpg,healthy_0459.txt,matched
train,healthy_0462,healthy_0462.jpg,healthy_0462.txt,matched
train,healthy_0463,healthy_0463.jpg,healthy_0463.txt,matched
train,healthy_0465,healthy_0465.jpg,healthy_0465.txt,matched
train,healthy_0466,healthy_0466.jpg,healthy_0466.txt,matched
train,healthy_0471,healthy_0471.jpg,healthy_0471.txt,matched
train,healthy_0472,healthy_0472.jpg,healthy_0472.txt,matched
train,healthy_0473,healthy_0473.jpg,healthy_0473.txt,matched
train,healthy_0474,healthy_0474.jpg,healthy_0474.txt,matched
train,healthy_0476,healthy_0476.jpg,healthy_0476.txt,matched
train,healthy_0477,healthy_0477.jpg,healthy_0477.txt,matched
train,healthy_0478,healthy_0478.jpg,healthy_0478.txt,matched
train,healthy_0479,healthy_0479.jpg,healthy_0479.txt,matched
train,healthy_0480,healthy_0480.jpg,healthy_0480.txt,matched
train,healthy_0481,healthy_0481.jpg,healthy_0481.txt,matched
train,healthy_0482,healthy_0482.jpg,healthy_0482.txt,matched
train,healthy_0485,healthy_0485.jpg,healthy_0485.txt,matched
train,healthy_0486,healthy_0486.jpg,healthy_0486.txt,matched
train,healthy_0487,healthy_0487.jpg,healthy_0487.txt,matched
train,healthy_0489,healthy_0489.jpg,healthy_0489.txt,matched
train,healthy_0490,healthy_0490.jpg,healthy_0490.txt,matched
train,healthy_0491,healthy_0491.jpg,healthy_0491.txt,matched
train,healthy_0492,healthy_0492.jpg,healthy_0492.txt,matched
train,healthy_0495,healthy_0495.jpg,healthy_0495.txt,matched
train,healthy_0497,healthy_0497.jpg,healthy_0497.txt,matched
train,healthy_0498,healthy_0498.jpg,healthy_0498.txt,matched
train,healthy_0504,healthy_0504.jpg,healthy_0504.txt,matched
train,healthy_0505,healthy_0505.jpg,healthy_0505.txt,matched
train,healthy_0506,healthy_0506.jpg,healthy_0506.txt,matched
train,healthy_0507,healthy_0507.jpg,healthy_0507.txt,matched
train,healthy_0508,healthy_0508.jpg,healthy_0508.txt,matched
train,healthy_0509,healthy_0509.jpg,healthy_0509.txt,matched
train,healthy_0510,healthy_0510.jpg,healthy_0510.txt,matched
train,healthy_0512,healthy_0512.jpg,healthy_0512.txt,matched
train,healthy_0513,healthy_0513.jpg,healthy_0513.txt,matched
train,healthy_0514,healthy_0514.jpg,healthy_0514.txt,matched
train,healthy_0516,healthy_0516.jpg,healthy_0516.txt,matched
train,healthy_0517,healthy_0517.jpg,healthy_0517.txt,matched
train,healthy_0520,healthy_0520.jpg,healthy_0520.txt,matched
train,healthy_0521,healthy_0521.jpg,healthy_0521.txt,matched
train,healthy_0522,healthy_0522.jpg,healthy_0522.txt,matched
train,healthy_0523,healthy_0523.jpg,healthy_0523.txt,matched
train,healthy_0524,healthy_0524.jpg,healthy_0524.txt,matched
train,healthy_0525,healthy_0525.jpg,healthy_0525.txt,matched
train,healthy_0526,healthy_0526.jpg,healthy_0526.txt,matched
train,healthy_0527,healthy_0527.jpg,healthy_0527.txt,matched
train,healthy_0528,healthy_0528.jpg,healthy_0528.txt,matched
train,healthy_0529,healthy_0529.jpg,healthy_0529.txt,matched
train,healthy_0533,healthy_0533.jpg,healthy_0533.txt,matched
train,healthy_0534,healthy_0534.jpg,healthy_0534.txt,matched
train,healthy_0538,healthy_0538.jpg,healthy_0538.txt,matched
train,healthy_0539,healthy_0539.jpg,healthy_0539.txt,matched
train,healthy_0542,healthy_0542.jpg,healthy_0542.txt,matched
train,healthy_0543,healthy_0543.jpg,healthy_0543.txt,matched
train,healthy_0544,healthy_0544.jpg,healthy_0544.txt,matched
train,healthy_0545,healthy_0545.jpg,healthy_0545.txt,matched
train,healthy_0546,healthy_0546.jpg,healthy_0546.txt,matched
train,healthy_0547,healthy_0547.jpg,healthy_0547.txt,matched
train,healthy_0548,healthy_0548.jpg,healthy_0548.txt,matched
train,healthy_0549,healthy_0549.jpg,healthy_0549.txt,matched
train,healthy_0550,healthy_0550.jpg,healthy_0550.txt,matched
train,healthy_0553,healthy_0553.jpg,healthy_0553.txt,matched
train,healthy_0554,healthy_0554.jpg,healthy_0554.txt,matched
train,healthy_0555,healthy_0555.jpg,healthy_0555.txt,matched
train,healthy_0556,healthy_0556.jpg,healthy_0556.txt,matched
train,healthy_0557,healthy_0557.jpg,healthy_0557.txt,matched
train,healthy_0559,healthy_0559.jpg,healthy_0559.txt,matched
train,healthy_0562,healthy_0562.jpg,healthy_0562.txt,matched
train,healthy_0563,healthy_0563.jpg,healthy_0563.txt,matched
train,healthy_0564,healthy_0564.jpg,healthy_0564.txt,matched
train,healthy_0565,healthy_0565.jpg,healthy_0565.txt,matched
train,healthy_0566,healthy_0566.jpg,healthy_0566.txt,matched
train,healthy_0567,healthy_0567.jpg,healthy_0567.txt,matched
train,healthy_0568,healthy_0568.jpg,healthy_0568.txt,matched
train,healthy_0570,healthy_0570.jpg,healthy_0570.txt,matched
train,healthy_0571,healthy_0571.jpg,healthy_0571.txt,matched
train,healthy_0572,healthy_0572.jpg,healthy_0572.txt,matched
train,healthy_0574,healthy_0574.jpg,healthy_0574.txt,matched
train,healthy_0575,healthy_0575.jpg,healthy_0575.txt,matched
train,healthy_0576,healthy_0576.jpg,healthy_0576.txt,matched
train,healthy_0577,healthy_0577.jpg,healthy_0577.txt,matched
train,healthy_0578,healthy_0578.jpg,healthy_0578.txt,matched
train,healthy_0579,healthy_0579.jpg,healthy_0579.txt,matched
train,healthy_0580,healthy_0580.jpg,healthy_0580.txt,matched
train,healthy_0582,healthy_0582.jpg,healthy_0582.txt,matched
train,healthy_0586,healthy_0586.jpg,healthy_0586.txt,matched
train,healthy_0588,healthy_0588.jpg,healthy_0588.txt,matched
train,healthy_0589,healthy_0589.jpg,healthy_0589.txt,matched
train,healthy_0590,healthy_0590.jpg,healthy_0590.txt,matched
train,healthy_0592,healthy_0592.jpg,healthy_0592.txt,matched
train,healthy_0593,healthy_0593.jpg,healthy_0593.txt,matched
train,healthy_0595,healthy_0595.jpg,healthy_0595.txt,matched
train,healthy_0596,healthy_0596.jpg,healthy_0596.txt,matched
train,healthy_0597,healthy_0597.jpg,healthy_0597.txt,matched
train,healthy_0599,healthy_0599.jpg,healthy_0599.txt,matched
train,healthy_0600,healthy_0600.jpg,healthy_0600.txt,matched
train,healthy_0601,healthy_0601.jpg,healthy_0601.txt,matched
train,healthy_0603,healthy_0603.jpg,healthy_0603.txt,matched
train,healthy_0605,healthy_0605.jpg,healthy_0605.txt,matched
train,healthy_0607,healthy_0607.jpg,healthy_0607.txt,matched
train,healthy_0608,healthy_0608.jpg,healthy_0608.txt,matched
train,healthy_0609,healthy_0609.jpg,healthy_0609.txt,matched
train,healthy_0611,healthy_0611.jpg,healthy_0611.txt,matched
train,healthy_0612,healthy_0612.jpg,healthy_0612.txt,matched
