split,image,label,image_sha256,label_sha256
test,images/test/healthy_0109.jpg,labels/test/healthy_0109.txt,441e84bf3010cc5adbbacc7ee8be4ea9afb0dc15519e556c360c312cee64ff5f,5151f650e8ee4a095a2408cb3f438fbcd387ab38561edb91cdaebac75e6e5d79
test,images/test/healthy_0110.jpg,labels/test/healthy_0110.txt,d7748944f747bc53c5b244d5622f5060eec99915fad41d1ab421eef223cf9ccd,cd775645b532e872d39d3a817f1de9d6a629352745d74a79171216595d55be28
test,images/test/healthy_0111.jpg,labels/test/healthy_0111.txt,360e51b2373eb063d064ea48c94e7631ad36cba5e8ca5d15074c4faf4a6d8635,1c37ce5e0eb25d75608311ada71bd37ae1f11515e34e531b7768f39dc189090f
test,images/test/healthy_0112.jpg,labels/test/healthy_0112.txt,d1f734c5c8597eef98a7690cb7b87d15dca10604d04693a884ba81d6d6319136,8ea2ce33cde418b36ae2cbd7a3e2351c50d8ab6f3f261a288ee4fede16a08a54
test,images/test/healthy_0113.jpg,labels/test/healthy_0113.txt,6259a67f285853ddd05a9b32a381e3f5431d72c4a9d6576cba2d734cbdfbad62,cadb2169602050a56853d062b61d0533c9a92a0869d6bf90ce7ec2bce9b09d33
test,images/test/healthy_0114.jpg,labels/test/healthy_0114.txt,c03f1942ac98c68ef31d0d5ff2b676a12972194cfbb423737d100ec40e6a14cb,2fb89adb5a4d480faac74f4511d91639d7f0c412051e7ba4f86ab8961987e1c3
test,images/test/healthy_0115.jpg,labels/test/healthy_0115.txt,6b41a4e0e34b5c5b2d2fb633e0e8856e100b912d6f2883731d54ebb668fc3972,6fae74aaedb81936fd3bb89aafa4747c856338ab3bf22b749527ff58e82593c4
test,images/test/healthy_0116.jpg,labels/test/healthy_0116.txt,702cf673bf65a9571eb2362dc356351e5e36fad6e1b4dc1da2591194f6158c56,45f5cbe36f10d72283fc3df0770e81356a2c434d5e681326c128faa691ac58a8
test,images/test/healthy_0117.jpg,labels/test/healthy_0117.txt,59357bb9b20bf83d71eee0ca859688b58592a860484b3796f235c5b06f160446,eabde253c2cd288851aa241ff93d19f90010c70481833a8c2c947f910667e3b9
test,images/test/healthy_0118.jpg,labels/test/healthy_0118.txt,6562928b379ef5c0a885b18f2e3d016c932a3832bd556f5a5c752d30c06ddd71,d82a072a204d97f3742e0c272fd4eefe23d066585dffb5ce70bfc60a94debcef
test,images/test/healthy_0119.jpg,labels/test/healthy_0119.txt,5843f31866ddfbe7aae7411a09ae306c2c186a81add664592d60befc33041f66,b84ecd5c0d96ef7e1dcc8a70cab1c9a569eb9319b4c1d4dc18b016d62ad6b39c
test,images/test/healthy_0120.jpg,labels/test/healthy_0120.txt,e7539a25386dd795632c778afc84061fe248f8e5456bc7084a41bd0fb95e04ee,96563406a8ae7f910b84754e867fd1a9476ae3cf097c907278e9c5e20e2f08ed
test,images/test/healthy_0121.jpg,labels/test/healthy_0121.txt,3d717bcf2e72e616c8088799bd764015ca8b76298e3e122cce5593587e22deac,88be0c4557cd66de9e92ce4f3b9f3f3bcbcba3cf0c90f861e42935980d933384
test,images/test/healthy_0122.jpg,labels/test/healthy_0122.txt,533822aa8a0170655b00342e8dd65052706b77f811b7018a46c590fd9ff7cb22,477bee99d1fdbce56a8d1fd6427cf0f8828cc516f71157572234e509c2efaa60
test,images/test/healthy_0123.jpg,labels/test/healthy_0123.txt,146d2ade52f979eb63b05805843551621c35d82d9b9367817581d1f2c79615c1,508117a06373057db5a42663a646f3b3b92e4d0959961f25aa64c2745732f036
test,images/test/healthy_0124.jpg,labels/test/healthy_0124.txt,5ddc6c31bda7c764e9e3ea125b100f26f7b04aeea67ed370533255919f3e11bb,7a0860879ed73f425b7f93873d5c13ee112536d613477c5eead3ea8e4ebe9099
test,images/test/healthy_0352.jpg,labels/test/healthy_0352.txt,fe7e2d5aabdc6cf7081adfe71bdd874567f9e37c23d5330781b85d388c0521cb,cfbb52d95b3b851363816d715a1d37ca247045af64f54425fa4447e3980b0f21
test,images/test/healthy_0353.jpg,labels/test/healthy_0353.txt,f33c734e23e0311168444bca04de0a1412fecd92f7ac189a8fe57f43df4d73cb,c19336050363ef074cede45a8096acdff5753eeb970011095ed7bb8d525a26ae
test,images/test/healthy_0354.jpg,labels/test/healthy_0354.txt,1112e776a1b8c41bcd4dff78307fc46e82a4a2c9825d0d61d15361dd50c05774,140b4017caca709ad8853c0f46bbb9dcc7144147f13835795e433435fa70d5ff
test,images/test/healthy_0355.jpg,labels/test/healthy_0355.txt,1112e776a1b8c41bcd4dff78307fc46e82a4a2c9825d0d61d15361dd50c05774,0101501dea7b30f4fa42337f0ff4e690baace2f089b70f86de1a91fff1e3e65e
test,images/test/healthy_0356.jpg,labels/test/healthy_0356.txt,8a901a65b9b720e3cd828940386473d40c1720db8467ccfea90218a15766903b,62a747cef89bd6be527d841dcb71898e402ae77ee0bab6b19ecd09b4d9268677
test,images/test/healthy_0357.jpg,labels/test/healthy_0357.txt,8a901a65b9b720e3cd828940386473d40c1720db8467ccfea90218a15766903b,c2b113d4b2b6b672f15d962134232914257e1dafc738b8276a3724766b8dd88a
test,images/test/healthy_0358.jpg,labels/test/healthy_0358.txt,96eee832cf27aea457a5f409498677d474dd7c6011d9ef4eb0b97dce8a07c4d1,d3555b40969bbddc7dfce567c6059f6426611456b33799328910dfd60f0f6415
test,images/test/healthy_0359.jpg,labels/test/healthy_0359.txt,cd465e10d0e34c18396bade9ec762ea3377c2982c8eca740caea6afee170e138,6ae78f063937b6c828dfb5588cc32e176f251cb1102f0d12342de7ed9a905734
test,images/test/healthy_0360.jpg,labels/test/healthy_0360.txt,cd465e10d0e34c18396bade9ec762ea3377c2982c8eca740caea6afee170e138,8678cdd70735dfb8fd5fdfbd0d1eb6110d3c99b8da7493458482478473d1bf0c
test,images/test/healthy_0364.jpg,labels/test/healthy_0364.txt,f1cfe748467a25b6123a6cf75b59d37a921b536c2ae1473f4234c532c0014e12,dee1f12d3c604b0404d0a9900d20fdd8078cdfe88f6fbb3d50d0b2f6af86a911
test,images/test/healthy_0365.jpg,labels/test/healthy_0365.txt,f1cfe748467a25b6123a6cf75b59d37a921b536c2ae1473f4234c532c0014e12,998530753b9f41e562222bba486088c77f11e52410bee182790c6e724df915bc
test,images/test/healthy_0366.jpg,labels/test/healthy_0366.txt,3ad747e50ee6ea9baa435287ea8392992e3bac2fabcb7d41fd125a3392266f78,0989ab47d74ec4d2cc0c464fc2b4ced3574b6c1d406444f4a3ec5742e5a152c3
test,images/test/healthy_0367.jpg,labels/test/healthy_0367.txt,3ad747e50ee6ea9baa435287ea8392992e3bac2fabcb7d41fd125a3392266f78,fdd9162f4c8dc388be0e630a7d7c518d96d2d8da69750a366e050046de88c529
test,images/test/healthy_0368.jpg,labels/test/healthy_0368.txt,2a17b4b58ba8ed8ee153b30c96570478eb4e28a8dcc2c4d411a69916b4842124,d3365efbbbbd001b467c5f3a1c8ffe724fbc93fd3fbe3d9acb500f894acfae9b
test,images/test/healthy_0369.jpg,labels/test/healthy_0369.txt,2a17b4b58ba8ed8ee153b30c96570478eb4e28a8dcc2c4d411a69916b4842124,2ffcd48bfe3aed2e40c835f7992a5aca58891b732ae13221b5063a2220fd9430
test,images/test/healthy_0375.jpg,labels/test/healthy_0375.txt,9eecccae0192cc6582921094a8215a1de2e549442a23a285db4a7567134e30df,11db8c8471dc520704aedc24b82f479905405ed70017dad6498bc37cc9bfb644
test,images/test/healthy_0376.jpg,labels/test/healthy_0376.txt,4611faeb06dec8d5be49795bd5e400504ac654fb74af40c14c82c7ef3cad2cef,f5ff221de695712b33730d9ae376546ef28ef4b472e2a086b3708bb92eeee870
test,images/test/healthy_0377.jpg,labels/test/healthy_0377.txt,4611faeb06dec8d5be49795bd5e400504ac654fb74af40c14c82c7ef3cad2cef,d96d44b5a8cfd5f39842e859670f768abf4b3afb95ac87ae6ad2364fbf76691f
test,images/test/healthy_0381.jpg,labels/test/healthy_0381.txt,877dc3f7c126144889933f06c1c62a3a5019273351c7846a1c24889e0534634a,8003b44c5b1b0af6c6e8e45ce31faed12ce541cf106b1a5aae734cf034d0acd4
test,images/test/healthy_0382.jpg,labels/test/healthy_0382.txt,877dc3f7c126144889933f06c1c62a3a5019273351c7846a1c24889e0534634a,c6db13a5082d49ac8c38e2da507755e9318af0951c6fcb5f484e849d7e74e456
test,images/test/healthy_0387.jpg,labels/test/healthy_0387.txt,79a0c350731fe63e2817c42c75ad540ce262ea7342113d8e67b4b67d9b60f367,f3db7fd5854363470e7c78984c8d7e89fe5a0a7beb0962d2569eea7128f43fa3
test,images/test/healthy_0388.jpg,labels/test/healthy_0388.txt,79a0c350731fe63e2817c42c75ad540ce262ea7342113d8e67b4b67d9b60f367,92857ccb6bcbcdeef98bdd867d1f21d97f5f5852fe9c77f7b011e840b703e5d0
test,images/test/healthy_0393.jpg,labels/test/healthy_0393.txt,e0de057f59e2bdd950cea09abffd2497529245c38b88065895c8495068c54f2a,4383b77f8da3b7496a1279400a31878c85a1037a24c1b3487b9713a7accf1882
test,images/test/healthy_0394.jpg,labels/test/healthy_0394.txt,1f0f725dc69c58f57f189d2ad7b14b6a552e4be3036c3e4de74324c3286f6150,35a5185b1c7e086ba62d352169a03ed197bb151bedabe6dc40f59b8677495cf8
test,images/test/healthy_0397.jpg,labels/test/healthy_0397.txt,53c1c4580b377c1bee9e06a8ce50fecdc02fd870dd9cc47d848b5f6bfb46bd81,1cc95cdbeeb42105314fea8f11973c2733642f5e5915681b62d9479df9e9f0be
test,images/test/healthy_0398.jpg,labels/test/healthy_0398.txt,53c1c4580b377c1bee9e06a8ce50fecdc02fd870dd9cc47d848b5f6bfb46bd81,367e0a39946127c04c9a1301a9e2e5f869065b821312f8b9ae55261134f85f4a
test,images/test/healthy_0399.jpg,labels/test/healthy_0399.txt,f6eeb7625a2e836fe70e7e33d383578b8a0daf0ca8f8ced771798d46187e62d5,1c1a0ef3d123ba437c0829b79ad181fba66376a2c51a275afa7f3a976540839a
test,images/test/healthy_0400.jpg,labels/test/healthy_0400.txt,f6eeb7625a2e836fe70e7e33d383578b8a0daf0ca8f8ced771798d46187e62d5,333252af37ef9ff46fbda161bd96c2e955de7abf21b3576184b61d94a37f1175
test,images/test/healthy_0401.jpg,labels/test/healthy_0401.txt,6263502b786616770e99a34b65845a950aa695fd5569c0ca703257eb48576a87,e23bfc109d57f3479c1cb1d18bd06cdcf09c4c17e082e3728195ff940885343c
test,images/test/healthy_0402.jpg,labels/test/healthy_0402.txt,6263502b786616770e99a34b65845a950aa695fd5569c0ca703257eb48576a87,19f8803b8ed60bbcd4737fc5ce0b1ec04c2508b23c8eada16b25479d276f9238
test,images/test/healthy_0409.jpg,labels/test/healthy_0409.txt,d5686369c9ae282e8d060b476ebe1ca1d37b7fad76317cf45e38922785cc9fb7,5aee0dd2113b642dddc65655b849b54b296728f0e1db43c4c87e3b7069c21059
test,images/test/healthy_0410.jpg,labels/test/healthy_0410.txt,c1a2e7b54a1abb9bd51e24b6861b35ffd0f612f07c0bfd77377df70cd5ab1647,096b1637498d32f74d7f2ba195c78822da1a6a16b2da16377c5ede35563b21ce
test,images/test/healthy_0445.jpg,labels/test/healthy_0445.txt,1639f17f2c668dd0e194d63ca6621da90d228492704409e1f732d5e17dad11b2,31a8a9b7d9a446a37758ad60b7c81411405a98b9e5598b20b5542eac03ff9ecc
test,images/test/healthy_0451.jpg,labels/test/healthy_0451.txt,711a36a426fc482f15f8bce849c6c01cc909946b2f75621a43c81fa8f146cd59,124cfbd131b446ce3bbe6e84dc2b42ce4be55c4c7c49142935b40c7b38e712f1
test,images/test/healthy_0454.jpg,labels/test/healthy_0454.txt,0fed842fd64f01095108bed5d9114a1574d4caa1293ffea3951f64b484c681bd,2d24e5f1033dc74b21dfa73f03aba30615e76ed24b71168440a88e9308d5f8ff
test,images/test/healthy_0455.jpg,labels/test/healthy_0455.txt,1d861bc01303860201a71aa5c4202e6bb7a9782a11f15f7ce3ca272d526553da,6a5d0d0298027b9eae7c5c54dd4f818c973ebf75db1cc62d2d178c5523299150
test,images/test/healthy_0461.jpg,labels/test/healthy_0461.txt,92b409d2e4932501876a894c64d15b44d85f011408043e293ab2b392a9181e70,960e63f8e3dfbad7e0de66170a472766a78d165f5d861e4c7113f4c105f09194
test,images/test/healthy_0463.jpg,labels/test/healthy_0463.txt,020df33c506facbcca4d0b94be246accfad4adb1aa32d92861216523417f44cf,15e770eb7ba70d3e968cf139558a83edb7b537b2543492fdfa8f3c0ebbae75d7
test,images/test/healthy_0464.jpg,labels/test/healthy_0464.txt,d6331f3a5fc53eba646f2068995ef324aa9067ba58a445a3836f80de2a92995a,7240c57e97308eef952f6f224ad7e532e8471cfc9669136c610d84d8c66f998e
test,images/test/healthy_0465.jpg,labels/test/healthy_0465.txt,9f73e2394b06120d658544bc90cd89ff91f744901c1819677b895f4c9d27886a,668767a459afa6bcafdaa9e8e1c5339a907f416a1bc439ab8ba20336cd403929
test,images/test/healthy_0468.jpg,labels/test/healthy_0468.txt,1f1d6fe22b50fdb012fc338b4908b52f9669735e6df01a19206d3db6e8988dd8,c2022a57aa255c2f2afb0b025f602776899cc6b29475775296953579c7c23d1d
test,images/test/healthy_0469.jpg,labels/test/healthy_0469.txt,65593e36ae03bdee3d101ee6912e07f6ffd97ccda3fe47f64268585018f4a892,2e0a87fe8c3039d9fe6c58506ef1be86a7351343d3cd032b0cd9a4373e2d5e0a
test,images/test/healthy_0470.jpg,labels/test/healthy_0470.txt,17e08be55fa8a9519779355be9a42da1bf5ea6eeb9a103248a3d50afb0e36a3b,40f4fc58ad48c65db4431203de2bd8fecb44b3a61f0fcd551cdf81e381e3baa9
test,images/test/healthy_0475.jpg,labels/test/healthy_0475.txt,058e2b823b0c1cdd004077c92bd5311bba6afe26a3ca5d01edc9ec1938aae123,52b39cbf7d64541a2efe9de8e25942692eec7c967150c5a3fe3e2f4a66e31eb8
test,images/test/healthy_0483.jpg,labels/test/healthy_0483.txt,8fd96e7f37d85513782d6d430635b73387e04e6cf72322cdbbb0cee2c740fdd9,689d4127d5951328041e8f06618de667e106fa6468ce12586573da1df5ff92f5
test,images/test/healthy_0484.jpg,labels/test/healthy_0484.txt,868dbd2bac66859f8b0ac2dcd40492ba2b7cfc6170c40d8cc1cee8cf7badb292,875a5e8d46a13e87b5007225c0f347b7c334e8c92cf3fd73c7343b5fb80a99d7
test,images/test/healthy_0493.jpg,labels/test/healthy_0493.txt,999a9c62684a206d28876a829c749975d57a3206999280f455a3439035f4a7b6,66b0506b1706137a3def0218819a2c57edab438bf1789ed6440eb74e93c66c53
test,images/test/healthy_0502.jpg,labels/test/healthy_0502.txt,bc6fa0965605f247cf83dd6ac10dc1f1e837381de35d8608a5c7a63c710843bd,bf10140d22952c2c9e4062f403acc2e9b2a5047cd54c778d94b0689b5646093c
test,images/test/healthy_0505.jpg,labels/test/healthy_0505.txt,848eafe6bc27e96345aad4d5da5ec2366e3a91376d7512aea8e28cdf19410298,e36633fc70620b0c94011a58641fb44d89d95e695bcd66992a7ab992b404b32b
test,images/test/healthy_0511.jpg,labels/test/healthy_0511.txt,27c7b09ffac2e181da456c50deb6f624547c723d3fac65434fbd3343801d0099,7bcb568e8bf47ee9d68354bb90330dd27ce9c9b638aac137a4e85a123f21ab46
test,images/test/healthy_0518.jpg,labels/test/healthy_0518.txt,94d993279143480b290ec2f3cbd2b2e83f41b2237c580a5ad1bceb2090c3a728,cfa00c10b614b82ab4ad35d275b7891d6bc065353379853c824e6f7e72e3f0d7
test,images/test/healthy_0519.jpg,labels/test/healthy_0519.txt,5d9d2ca2ace31e06cae1fd71018c57311958ad967f653a4d4bccd3c65acb9548,73e433aefc72cd08dd5604ef2e503eb116b312b54e4419ee348896699f049d36
test,images/test/healthy_0524.jpg,labels/test/healthy_0524.txt,99eb4148923be9dcf49ee6189bfd83d8c365eb7739ddc77b267fe839237fe5d5,4c78f6e468f1238e0e645bc47cbb3342211726ad3234b05fff8153ca91a2dcb8
test,images/test/healthy_0526.jpg,labels/test/healthy_0526.txt,184255314d7c9d7d5b6288e915fb1af1bf52797d60eb474e1efbdb5afe8d651e,39c587833aa98206509cf6a919eeafe3275af945b6c4d6addd7875f8f5a234cd
test,images/test/healthy_0530.jpg,labels/test/healthy_0530.txt,bfed3512495ff826e6b90b0eb93ee0f05afafb8d0616f489d7dca43023de2417,9a5c39eb20ed23b13b0bb0caabbfcf5857199d82506a2e6887bd3386a2ce5f95
test,images/test/healthy_0531.jpg,labels/test/healthy_0531.txt,da6635c0be3eb09116fd8418d6f5f08464c61c224b3be93e2c85b10311980e1d,19e43a04f4a56376514a2e3f8df18ddbc91df657d95a99e3d008668574c01372
test,images/test/healthy_0532.jpg,labels/test/healthy_0532.txt,a22767c78733c622689592beddc055cc5bb7a9a5bebe0bc5f4870d59826dd0d5,001c8d906bcee1f14766ee362f2f7c086c4def1a514cba555fe18d5c09a1ecfa
test,images/test/healthy_0535.jpg,labels/test/healthy_0535.txt,caeff18cb32852da8831a1160360a7d65b79b19851e33c96fe61b96377f7f93c,b89f5c34d68f3ed7a8a104fee12cb49d99eb8d2cf3c41f1d3779ffe5a31ba2b4
test,images/test/healthy_0536.jpg,labels/test/healthy_0536.txt,26e1e27336911a37db45ad2b2a3cfcbda1c7e878a7a4d706b07da7ae60a1053b,6290458522cb5db05b28ccd6081e771a592294798d58111fe1c9a9b25b681fc7
test,images/test/healthy_0537.jpg,labels/test/healthy_0537.txt,d3f233a190063d3caec7df7f85d0c0e37cfa164595a6b11537e91a215cd1d9b7,b003a8b33fe5bf55228120bcb571b5125f0005765ea9ce49963401843f16fb97
test,images/test/healthy_0540.jpg,labels/test/healthy_0540.txt,676a8be127fb5487bcfc947bf5478c80ddf9b0c63a42aa9026704953aeab508e,51280ca84b50545f58f669c4534e959bc0c3a2cf86793444a77610cb3a95f49b
test,images/test/healthy_0541.jpg,labels/test/healthy_0541.txt,898620cc4758140ce3188fed765a2c75918442798f4dbea9027d7679321bb7eb,69ff009fd0d9753975501523a3dbdac990108dfac22213970ee5c22304dc3f91
test,images/test/healthy_0548.jpg,labels/test/healthy_0548.txt,94b7e4dbfa7812ca0c4e32cafd81ecedf3f314c671d9aa9c7691313896dc524d,c7c6158356e6aced09c4d419c99b15c7f4e18c3a2afbf3557e47f5635f896a6b
test,images/test/healthy_0550.jpg,labels/test/healthy_0550.txt,0ffb40f823c9c5a6dfc9c827fa4a86e52c5012673b6f3a842ce8bc77c5ee63ea,152a6862b7551a8b50768e645cfa03e97d8687e7049ca5d5b7e5a14ed01964a6
test,images/test/healthy_0552.jpg,labels/test/healthy_0552.txt,c492b6252dd6cd2834ac46c033d51b3abe4e8289d64e97b809963115aa10baad,67a3681bda39ad8503f7c57ae90b36ecaa5589b91f37887febb2ca52f498131c
test,images/test/healthy_0560.jpg,labels/test/healthy_0560.txt,bef59f4934c3839f275f9a5f942a923ea1368f24d5d87fa56113c6e0f619959b,723763bf3730ba9ca0077578163b09553129ff1a21e903968bbc33a8cfda6103
test,images/test/healthy_0561.jpg,labels/test/healthy_0561.txt,12df9e15de6961de6fdd5508440cee60a01e31f1ff4e13639457dfeeea0efd8c,7b8d7e6344b9e33ce72e3331becbf1052902d81b5afc0c213a4c3bd597789b9a
test,images/test/healthy_0564.jpg,labels/test/healthy_0564.txt,f1024986875a4d34cdce95154e57c62436fdfb2c93efe2400d63624c7a73a266,3223383c32c6005fe3b3b94e8b68ec991cfdd4971e0d6b01215e70593ee4bd69
test,images/test/healthy_0567.jpg,labels/test/healthy_0567.txt,a25c69b7b4b48480b02cde15617743a819162e92ea33c6b72fcb06491d4429e1,05bebafeb0dff69424dbe7419fc7a4547d837f1d174e6bfdeda2d606522ffe7c
test,images/test/healthy_0573.jpg,labels/test/healthy_0573.txt,4f19d2292f22c54d30fffa4628bbff795e5cad261b3d55465d1f03010d344c22,833881a787451014d1723fab92ef971304c80cd7515ed8ab026b16fa9f5765ab
test,images/test/healthy_0574.jpg,labels/test/healthy_0574.txt,4f19d2292f22c54d30fffa4628bbff795e5cad261b3d55465d1f03010d344c22,434b3f69528a8dd1f41e55e7c91e07b82dc9797e65bfdfe01107052981126d44
test,images/test/healthy_0581.jpg,labels/test/healthy_0581.txt,393145f3f783538348cb0a1a68dac00028f93604df1645f816e4350cfbf7f056,33d446b6a7492fab2cd1311299427654e551d596d5db5a53722c20805eb5ddf1
test,images/test/healthy_0585.jpg,labels/test/healthy_0585.txt,1b6690e666a4043eabb7a03a7fac25ac7a24ad35f8a8d1774b5c9f501d7e11df,5e9e3c249f9c04498293802f4f2505828be1296eac39b841628442aa0fac1169
test,images/test/healthy_0591.jpg,labels/test/healthy_0591.txt,26a011f1b29fb7510ebf464e1c18b6e5d2552aa44507a0eaf85d9bb23b552318,53b69b96b1f35411b2817b67fd305e0f829750c6e9bad31c1938046eacdd8d6f
test,images/test/healthy_0602.jpg,labels/test/healthy_0602.txt,ffce1fd057b9268aee94cedaed8bb22f58f5d81b302f50f0f26fca5001e7cc6f,3f2b6c3ad724446734bb2c322939fd831a44e1eb8de0a575c6398e265db7fa1f
test,images/test/healthy_0604.jpg,labels/test/healthy_0604.txt,913499bb3d52d1727b3700ce3ba7de95408ac5f6ff988d5c0d7e197a02a6742e,a759825c82e077728e0be301cdb98677287a5d9a20d565e99cf3953008bda104
test,images/test/healthy_0606.jpg,labels/test/healthy_0606.txt,3b1aa32030840c64eaf36d8523c270d1fdb4e7c3a2bc30451b448837b6c60c20,ca3f28c1edf1a716d277bf0a128a0d4cf7baf6854ee6d982307d975c96a2577e
test,images/test/healthy_0609.jpg,labels/test/healthy_0609.txt,4e523b28a862281ae533908a42a121a9ed55899e54cb0c51a5d1ef9797a07834,5c517e3accd61412515bc94c1c997da64c2895f05d090f967a991728b8f7f2d6
test,images/test/healthy_0613.jpg,labels/test/healthy_0613.txt,985085b6f5a044eb442a7e88e7635623a3a5b62a9def2c063cbfa260b9ec2144,197fa1af959225becba0eebc8112c8c99e78e64a6fdb81733b53dd232a18eb79
test,images/test/healthy_0615.jpg,labels/test/healthy_0615.txt,7464483bd43d941b6f8a13477f4913c78707dcb9375a9ef11f0b27c0592cadc6,bf4fb2a18e23ad8b8105e75defeaec22d9b9059e82661246dd065dfa4ce32616
test,images/test/healthy_0619.jpg,labels/test/healthy_0619.txt,f6ad6044bfcddef5603dde8c23a1c90f264987b71f91dfd3c4faf5642d8295c0,76654fcf7f3b4f10a6dff102bda05e57c03f18e079e82d8d36b0d9ebae27d530
test,images/test/healthy_0622.jpg,labels/test/healthy_0622.txt,704bf52113496b187e4ab71970c7adc6e3b4baa87ed857ac09d3608dffd1e5d7,0c8fdf0e29e52cbf78d35249e7df47ec755e2fcba37471f94209eccfd22a4e97
test,images/test/healthy_0624.jpg,labels/test/healthy_0624.txt,987212dd61972824f040ef403c0c71d5ef9ebcb5c4ce098bf7c60b2285d79e64,5867fd392f6b3377aa1456cba45c78bfdd4d91d4f007098995c641528c96e819
test,images/test/healthy_0630.jpg,labels/test/healthy_0630.txt,de75f280cb7d94f72dd3e53878bc5aeb5abd227714e4b2da0bcec3b22f4a204a,23c8ea91810cf7af4955ca0730a8830d82aa900d9545fa76646dd96fc35c590c
test,images/test/healthy_0638.jpg,labels/test/healthy_0638.txt,128081fb9dfbbe8ceb385660d90c56f1f7ce1f1136fe5a14722392ce1e5ffe67,36da4a6120ab1d1e5d5f3cde622fcbac0d256e9decc8a2c78a5b88cb6ebf5f45
test,images/test/healthy_0639.jpg,labels/test/healthy_0639.txt,1b0944886b398331a5797432ae49ea85d1a8631ec203d98c2b3c52665aa9e79a,e2565ef2b333c3309ffcff4b59032e37402f8083f281145bd64d5136010f0c1b
test,images/test/healthy_0650.jpg,labels/test/healthy_0650.txt,581b5f3ab440b2af1e5173074045eb51df98fd58d7eefb31436495b524fa4846,b2087a73d6029db305018f300deea1c29150ff7efad98d6da7da5fc76a2ca19c
test,images/test/healthy_0651.jpg,labels/test/healthy_0651.txt,1abf56d8f7727a5fc30586b246b087f887bebd9e67a8137312268fef1ab45767,c3d1dc52c9e32edcd9f79e2c424a96cf78105f336a52375a1b42e4c4b9633f23
test,images/test/healthy_0656.jpg,labels/test/healthy_0656.txt,dd2e1fc45f1279735924b6d3292ca5d5bc9cc648b47efd214ec4644de2d9c7d9,ee11830c09d158a19b08ae9536472e55de40a3f5ef5bb16c8b7c829e470646bd
test,images/test/healthy_0657.jpg,labels/test/healthy_0657.txt,812f711236b0cf3ee9cca9bb4f67c1118a9520a193a6c7fb61172dc53c4319f1,ddab9000e6b3eeb821b650d6f70d57c6c8fc607b53572fc68dc5c6e6a8112b24
test,images/test/healthy_0660.jpg,labels/test/healthy_0660.txt,3b530fab71d1dd6d2f0ae2cb74462f431e54aad9fba215e3cc59c877cac16f4d,5e9c9aa7eb48e2e2425d98f411870118d3491fa75373b81f50f79dbfa6c309ac
test,images/test/healthy_0664.jpg,labels/test/healthy_0664.txt,aab67b58ef601bdef947b81cff9c078538ade3fdb768f32f8fcca9d145bcf5d7,fc8d7c71de5517969d659ccddb2e6c2c65bdb8f2a2cc7be93edadb56b1c53448
test,images/test/healthy_0666.jpg,labels/test/healthy_0666.txt,9b99d7fabc6989ab23226503917b6c4f7ed8735257d44b2252d5ad9f47c7b4cd,5c273b2034c3d11d3bc335120cc7e2b75ccf25bbc1feb8215302032307f34318
